,0
41178,factor
41179,pilot
41180,lack
41181,experi
41182,improp
41183,mainten
41184,result
41185,instal
41186,incorrect
41187,venturi
41188,subsequ
41189,loss
41190,engin
41191,power
41192,pilot
41193,failur
41194,maintain
41195,aircraft
41196,control
41197,factor
41198,accid
41199,includ
41200,gust
41201,wind
41202,condit
41203,encount
41204,windshear
41205,result
41206,inadvert
41207,stall
41208,low
41209,altitud
41210,subsequ
41211,flight
41212,collis
41213,transmiss
41214,wire
41215,hangar
41216,student
41217,pilot
41218,improp
41219,plan
41220,decis
41221,failur
41222,maintain
41223,proper
41224,runway
41225,align
41226,crosswind
41227,land
41228,strong
41229,crosswind
41230,relat
41231,factor
41232,pilot
41233,failur
41234,maintain
41235,clearanc
41236,transmiss
41237,wire
41238,pilot
41239,improp
41240,flight
41241,plan
41242,decis
41243,result
41244,airport
41245,land
41246,engin
41247,lost
41248,power
41249,due
41250,fuel
41251,exhaust
41252,fact
41253,engin
41254,lost
41255,power
41256,popul
41257,area
41258,factor
41259,accid
41260,failur
41261,pilot
41262,maintain
41263,aircraft
41264,control
41265,land
41266,sequenc
41267,contribut
41268,factor
41269,sudden
41270,gusti
41271,crosswind
41272,pilot
41273,failur
41274,maintain
41275,airspe
41276,takeoff
41277,result
41278,inadvert
41279,stall
41280,spin
41281,pilot
41282,continu
41283,flight
41284,known
41285,thunderstorm
41286,activ
41287,result
41288,loss
41289,control
41290,subsequ
41291,collis
41292,water
41293,factor
41294,control
41295,failur
41296,provid
41297,pilot
41298,convect
41299,intens
41300,pilot
41301,failur
41302,maintain
41303,direct
41304,control
41305,crosswind
41306,takeoff
41307,pilot
41308,exceed
41309,design
41310,stress
41311,limit
41312,airplan
41313,perform
41314,aerobat
41315,nonaerobat
41316,airplan
41317,result
41318,flight
41319,overload
41320,failur
41321,airfram
41322,factor
41323,accid
41324,pilot
41325,decis
41326,perform
41327,aerobat
41328,failur
41329,pilot
41330,maintain
41331,airspe
41332,pilot
41333,failur
41334,properli
41335,use
41336,carburetor
41337,heat
41338,condit
41339,conduc
41340,carburetor
41341,ice
41342,result
41343,loss
41344,engin
41345,power
41346,factor
41347,accid
41348,unsuit
41349,land
41350,terrain
41351,student
41352,pilot
41353,inadequ
41354,flare
41355,failur
41356,maintain
41357,rotor
41358,rpm
41359,result
41360,hard
41361,land
41362,causal
41363,instructor
41364,inadequ
41365,supervis
41366,flight
41367,pilot
41368,failur
41369,maintain
41370,airplan
41371,glide
41372,slope
41373,result
41374,descent
41375,glide
41376,path
41377,inadvert
41378,flight
41379,collis
41380,util
41381,pole
41382,contribut
41383,factor
41384,sleet
41385,snow
41386,dark
41387,night
41388,condit
41389,pole
41390,inadequ
41391,torqu
41392,left
41393,later
41394,servo
41395,mainten
41396,personnel
41397,allow
41398,becom
41399,disconnect
41400,control
41401,lead
41402,flight
41403,loss
41404,control
41405,disabl
41406,main
41407,land
41408,gear
41409,torqu
41410,link
41411,allow
41412,truck
41413,rotat
41414,freeli
41415,torqu
41416,link
41417,disabl
41418,excess
41419,vibrat
41420,gener
41421,excess
41422,play
41423,torqu
41424,link
41425,pin
41426,bush
41427,pilot
41428,failur
41429,maintain
41430,direct
41431,control
41432,land
41433,roll
41434,instructor
41435,inadequ
41436,supervis
41437,student
41438,failur
41439,maintain
41440,direct
41441,control
41442,pilot
41443,laps
41444,monitor
41445,airplan
41446,speed
41447,low
41448,level
41449,aerial
41450,applic
41451,maneuv
41452,subsequ
41453,stall
41454,maneuv
41455,pilot
41456,failur
41457,refuel
41458,airplan
41459,prior
41460,fuel
41461,exhaust
41462,pilot
41463,failur
41464,maintain
41465,airspe
41466,inadvert
41467,stall
41468,contribut
41469,accid
41470,engin
41471,fuel
41472,exhaust
41473,undetermin
41474,reason
41475,failur
41476,pilot
41477,execut
41478,publish
41479,emerg
41480,procedur
41481,pertain
41482,configur
41483,airplan
41484,singl
41485,engin
41486,flight
41487,would
41488,allow
41489,maintain
41490,minimum
41491,control
41492,airspe
41493,vmc
41494,level
41495,flight
41496,pilot
41497,failur
41498,maintain
41499,minimum
41500,control
41501,airspe
41502,vmc
41503,led
41504,stall
41505,subsequ
41506,vmc
41507,roll
41508,low
41509,altitud
41510,contribut
41511,accid
41512,oper
41513,inadequ
41514,pilot
41515,train
41516,singl
41517,engin
41518,flight
41519,regim
41520,loss
41521,power
41522,left
41523,engin
41524,undetermin
41525,reason
41526,loss
41527,engin
41528,power
41529,undetermin
41530,reason
41531,factor
41532,associ
41533,accid
41534,soft
41535,terrain
41536,forc
41537,land
41538,area
41539,ground
41540,fire
41541,taxi
41542,due
41543,loos
41544,fuel
41545,line
41546,b
41547,nut
41548,flightcrew
41549,inabl
41550,maintain
41551,visual
41552,contact
41553,mountain
41554,terrain
41555,night
41556,instrument
41557,meteorolog
41558,condit
41559,contribut
41560,accid
41561,lack
41562,prepar
41563,support
41564,difficult
41565,flight
41566,condit
41567,includ
41568,lack
41569,coordin
41570,oper
41571,russian
41572,flightcrew
41573,aircraft
41574,owner
41575,partner
41576,unit
41577,nation
41578,task
41579,author
41580,haitian
41581,civil
41582,aviat
41583,author
41584,flight
41585,crew
41586,divert
41587,attent
41588,number
41589,2
41590,engin
41591,oper
41592,failur
41593,maintain
41594,aircraft
41595,control
41596,result
41597,inadvert
41598,taxi
41599,airplan
41600,airport
41601,secur
41602,fenc
41603,pilot
41604,failur
41605,maintain
41606,adequ
41607,airspe
41608,maneuv
41609,avoid
41610,obstacl
41611,immedi
41612,takeoff
41613,factor
41614,accid
41615,pilot
41616,inadequ
41617,examin
41618,airport
41619,takeoff
41620,area
41621,order
41622,identifi
41623,potenti
41624,hazard
41625,inflight
41626,loss
41627,control
41628,undetermin
41629,reason
41630,failur
41631,pilot
41632,maintain
41633,aircraft
41634,control
41635,attempt
41636,jettison
41637,load
41638,agricultur
41639,chemic
41640,airplan
41641,fail
41642,climb
41643,takeoff
41644,factor
41645,associ
41646,accid
41647,attempt
41648,downwind
41649,takeoff
41650,pilot
41651,pilot
41652,continu
41653,visual
41654,flight
41655,instrument
41656,meteorolog
41657,condit
41658,result
41659,spatial
41660,disorient
41661,pilot
41662,intent
41663,use
41664,autopilot
41665,known
41666,defici
41667,pilot
41668,knowingli
41669,reli
41670,autopilot
41671,malfunct
41672,flight
41673,result
41674,becom
41675,spatial
41676,disorient
41677,failur
41678,pilot
41679,see
41680,avoid
41681,airplan
41682,contribut
41683,accid
41684,pilot
41685,fli
41686,standard
41687,approach
41688,privat
41689,airstrip
41690,failur
41691,left
41692,magneto
41693,result
41694,partial
41695,loss
41696,engin
41697,power
41698,partial
41699,loss
41700,engin
41701,power
41702,due
41703,carburetor
41704,ice
41705,instructor
41706,pilot
41707,inadequ
41708,supervis
41709,dual
41710,student
41711,failur
41712,maintain
41713,direct
41714,control
41715,factor
41716,associ
41717,accid
41718,crosswind
41719,inadvert
41720,ground
41721,loop
41722,unknown
41723,person
41724,unknown
41725,time
41726,exceed
41727,engin
41728,temperatur
41729,limit
41730,result
41731,failur
41732,compressor
41733,turbin
41734,subsequ
41735,loss
41736,engin
41737,power
41738,takeoff
41739,pilot
41740,excess
41741,brake
41742,applic
41743,land
41744,pilot
41745,failur
41746,maintain
41747,direct
41748,control
41749,land
41750,pilot
41751,intent
41752,flew
41753,area
41754,high
41755,terrain
41756,fail
41757,maintain
41758,proper
41759,altitud
41760,delay
41761,decis
41762,revers
41763,cours
41764,contribut
41765,factor
41766,pilot
41767,improp
41768,flight
41769,decis
41770,pilot
41771,poor
41772,flight
41773,plan
41774,decis
41775,make
41776,misjudg
41777,fuel
41778,suppli
41779,relat
41780,factor
41781,inadequ
41782,emerg
41783,procedur
41784,deer
41785,ran
41786,onto
41787,runway
41788,airplan
41789,land
41790,reduc
41791,light
41792,condit
41793,dusk
41794,relat
41795,factor
41796,improp
41797,instal
41798,low
41799,fuel
41800,pressur
41801,warn
41802,switch
41803,snubber
41804,1
41805,engin
41806,result
41807,fatigu
41808,failur
41809,snubber
41810,fuel
41811,leak
41812,spray
41813,subsequ
41814,explos
41815,fire
41816,damag
41817,factor
41818,relat
41819,incid
41820,inadequ
41821,design
41822,firewal
41823,allow
41824,fuel
41825,vapor
41826,migrat
41827,hot
41828,section
41829,engin
41830,certifi
41831,flight
41832,instructor
41833,failur
41834,maintain
41835,ground
41836,clearanc
41837,delay
41838,remedi
41839,action
41840,result
41841,rollov
41842,airplan
41843,encount
41844,flight
41845,ice
41846,result
41847,loss
41848,engin
41849,power
41850,contribut
41851,accid
41852,pilot
41853,improp
41854,weather
41855,evalu
41856,flight
41857,ice
41858,condit
41859,reduc
41860,visibl
41861,snow
41862,squall
41863,forc
41864,land
41865,terrain
41866,unsuit
41867,forc
41868,land
41869,pilot
41870,failur
41871,maintain
41872,direct
41873,control
41874,airplan
41875,land
41876,roll
41877,contribut
41878,accid
41879,unsuit
41880,terrain
41881,select
41882,pilot
41883,land
41884,rough
41885,uneven
41886,soft
41887,fatigu
41888,fractur
41889,main
41890,gear
41891,wheel
41892,hub
41893,pilot
41894,command
41895,maintain
41896,aircraft
41897,control
41898,intermitt
41899,oper
41900,electr
41901,oper
41902,attitud
41903,gyro
41904,factor
41905,associ
41906,accid
41907,fluctuat
41908,intermitt
41909,electr
41910,system
41911,invert
41912,pilot
41913,command
41914,perform
41915,remedi
41916,action
41917,use
41918,vacuum
41919,power
41920,attitud
41921,gyro
41922,flight
41923,instrument
41924,airplan
41925,make
41926,seri
41927,climb
41928,descent
41929,head
41930,chang
41931,failur
41932,pilot
41933,maintain
41934,adequ
41935,visual
41936,lookout
41937,see
41938,avoid
41939,airplan
41940,inadequ
41941,annual
41942,inspect
41943,airplan
41944,mainten
41945,personnel
41946,fail
41947,detect
41948,deterior
41949,oil
41950,line
41951,result
41952,oil
41953,exhaust
41954,caus
41955,total
41956,loss
41957,engin
41958,power
41959,due
41960,failur
41961,connect
41962,rod
41963,inadvert
41964,stall
41965,mush
41966,pilot
41967,overload
41968,right
41969,main
41970,land
41971,gear
41972,bellcrank
41973,adjust
41974,fit
41975,clevi
41976,ear
41977,result
41978,fractur
41979,subsequ
41980,gear
41981,collaps
41982,improp
41983,instal
41984,rivet
41985,aft
41986,fuselag
41987,bulkhead
41988,result
41989,pilot
41990,full
41991,elev
41992,control
41993,land
41994,loss
41995,left
41996,engin
41997,power
41998,undetermin
41999,reason
42000,failur
42001,pilot
42002,maintain
42003,minimum
42004,control
42005,airspe
42006,result
42007,stall
42008,airplan
42009,pilot
42010,failur
42011,maintain
42012,direct
42013,control
42014,result
42015,collaps
42016,left
42017,main
42018,land
42019,gear
42020,student
42021,pilot
42022,misjudg
42023,traffic
42024,pattern
42025,altitud
42026,result
42027,prematur
42028,descent
42029,tree
42030,water
42031,contamin
42032,aircraft
42033,fuel
42034,system
42035,pilot
42036,inadequ
42037,preflight
42038,aircraft
42039,factor
42040,rough
42041,terrain
42042,forc
42043,land
42044,site
42045,pilot
42046,failur
42047,maintain
42048,airspe
42049,maneuv
42050,ice
42051,condit
42052,circl
42053,approach
42054,land
42055,result
42056,inadvert
42057,stall
42058,collis
42059,tree
42060,terrain
42061,factor
42062,accid
42063,partial
42064,loss
42065,engin
42066,power
42067,due
42068,pilot
42069,failur
42070,activ
42071,altern
42072,induct
42073,air
42074,system
42075,exceed
42076,maximum
42077,land
42078,weight
42079,airplan
42080,mechan
42081,loss
42082,engin
42083,power
42084,takeoff
42085,roll
42086,due
42087,fuel
42088,contamin
42089,addit
42090,caus
42091,pilot
42092,inadequ
42093,preflight
42094,inspect
42095,factor
42096,accid
42097,soft
42098,ground
42099,pilot
42100,failur
42101,maintain
42102,airspe
42103,result
42104,airplan
42105,stall
42106,factor
42107,associ
42108,accid
42109,low
42110,level
42111,airplan
42112,maneuv
42113,pilot
42114,failur
42115,perform
42116,weight
42117,balanc
42118,calcul
42119,prior
42120,accid
42121,loss
42122,direct
42123,control
42124,remedi
42125,action
42126,perform
42127,pilot
42128,factor
42129,relat
42130,accid
42131,swerv
42132,encount
42133,pilot
42134,pilot
42135,lack
42136,overal
42137,experi
42138,pilot
42139,failur
42140,maintain
42141,adequ
42142,airspe
42143,continu
42144,flight
42145,forecast
42146,advers
42147,meteorolog
42148,condit
42149,consist
42150,turbul
42151,ice
42152,downdraft
42153,result
42154,stall
42155,spin
42156,inadequ
42157,mainten
42158,servic
42159,aircraft
42160,carburetor
42161,heat
42162,system
42163,pilot
42164,intent
42165,flight
42166,advers
42167,weather
42168,condit
42169,lack
42170,suitabl
42171,area
42172,emerg
42173,land
42174,factor
42175,student
42176,pilot
42177,misjudg
42178,aircraft
42179,handl
42180,land
42181,flare
42182,touchdown
42183,cfi
42184,inadequ
42185,supervis
42186,oper
42187,result
42188,abrupt
42189,touchdown
42190,subsequ
42191,loss
42192,direct
42193,control
42194,aircraft
42195,collis
42196,vasi
42197,light
42198,structur
42199,momentari
42200,oper
42201,airplan
42202,outsid
42203,airplan
42204,aerodynam
42205,design
42206,stall
42207,buffet
42208,boundari
42209,result
42210,captain
42211,initi
42212,ground
42213,proxim
42214,warn
42215,system
42216,gpw
42217,escap
42218,maneuv
42219,factor
42220,contribut
42221,accid
42222,fals
42223,read
42224,radio
42225,altimet
42226,prompt
42227,fals
42228,gpw
42229,warn
42230,inadequ
42231,structur
42232,capabl
42233,elev
42234,design
42235,remain
42236,intact
42237,momentari
42238,oper
42239,outsid
42240,stall
42241,buffet
42242,boundari
42243,student
42244,misjudg
42245,land
42246,flare
42247,improp
42248,bounc
42249,land
42250,recoveri
42251,failur
42252,4
42253,cylind
42254,valv
42255,stem
42256,pilot
42257,fail
42258,maintain
42259,direct
42260,control
42261,land
42262,contribut
42263,accid
42264,unfavor
42265,wind
42266,soft
42267,runway
42268,surfac
42269,pilot
42270,lack
42271,train
42272,total
42273,experi
42274,pilot
42275,failur
42276,maintain
42277,direct
42278,control
42279,airplan
42280,land
42281,roll
42282,result
42283,collis
42284,tree
42285,airplan
42286,depart
42287,runway
42288,pilot
42289,failur
42290,maintain
42291,airspe
42292,forc
42293,land
42294,result
42295,aerodynam
42296,stall
42297,contribut
42298,accid
42299,partial
42300,loss
42301,noncertif
42302,engin
42303,power
42304,reason
42305,could
42306,determin
42307,examin
42308,engin
42309,reveal
42310,mechan
42311,malfunct
42312,failur
42313,would
42314,preclud
42315,normal
42316,oper
42317,pilot
42318,excess
42319,brake
42320,applic
42321,land
42322,rough
42323,terrain
42324,pilot
42325,failur
42326,maintain
42327,airspe
42328,suffici
42329,flight
42330,result
42331,inadvert
42332,stall
42333,spin
42334,takeoff
42335,loss
42336,partial
42337,engin
42338,power
42339,initi
42340,climb
42341,undetermin
42342,reason
42343,soft
42344,terrain
42345,factorth
42346,aircrew
42347,allow
42348,airplan
42349,design
42350,stress
42351,limit
42352,exceed
42353,pilot
42354,failur
42355,control
42356,rate
42357,descent
42358,autorot
42359,requir
42360,aggress
42361,recoveri
42362,maneuv
42363,result
42364,sudden
42365,loss
42366,tail
42367,rotor
42368,effect
42369,failur
42370,left
42371,main
42372,land
42373,gear
42374,saddl
42375,result
42376,pilot
42377,inabl
42378,extend
42379,left
42380,gear
42381,factor
42382,mainten
42383,personnel
42384,failur
42385,compli
42386,relat
42387,airworthi
42388,direct
42389,airplan
42390,collid
42391,high
42392,obstruct
42393,pilot
42394,loss
42395,control
42396,land
42397,convect
42398,weather
42399,condit
42400,contribut
42401,accid
42402,misjudg
42403,approach
42404,weather
42405,pilot
42406,improp
42407,recoveri
42408,bounc
42409,land
42410,failur
42411,maintain
42412,direct
42413,control
42414,airplan
42415,land
42416,dark
42417,night
42418,condit
42419,student
42420,pilot
42421,improp
42422,flare
42423,improp
42424,recoveri
42425,bounc
42426,land
42427,pilot
42428,decis
42429,conduct
42430,flight
42431,known
42432,equip
42433,defici
42434,factor
42435,tailwind
42436,condit
42437,inadequ
42438,preflight
42439,pilot
42440,subsequ
42441,fuel
42442,exhaust
42443,factor
42444,relat
42445,accid
42446,dark
42447,high
42448,veget
42449,brush
42450,small
42451,tree
42452,emerg
42453,land
42454,area
42455,failur
42456,pilot
42457,maintain
42458,direct
42459,control
42460,land
42461,shift
42462,gusti
42463,wind
42464,failur
42465,number
42466,four
42467,push
42468,rod
42469,result
42470,complet
42471,loss
42472,engin
42473,power
42474,forc
42475,land
42476,subsequ
42477,nose
42478,soft
42479,terrain
42480,pilot
42481,inadequ
42482,compens
42483,tailwind
42484,condit
42485,failur
42486,maintain
42487,direct
42488,control
42489,takeoff
42490,roll
42491,run
42492,result
42493,ground
42494,loop
42495,pilot
42496,n230mp
42497,inadequ
42498,visual
42499,lookout
42500,land
42501,runway
42502,occupi
42503,anoth
42504,known
42505,aircraft
42506,factor
42507,accid
42508,procedur
42509,allow
42510,simultan
42511,land
42512,aircraft
42513,runway
42514,suicid
42515,improp
42516,procedur
42517,aeronca
42518,pilot
42519,failur
42520,turn
42521,taxi
42522,insur
42523,obstruct
42524,ahead
42525,obstruct
42526,windshield
42527,applic
42528,chemic
42529,restrict
42530,pilot
42531,visual
42532,lookout
42533,pilot
42534,failur
42535,perform
42536,abort
42537,takeoff
42538,factor
42539,contribut
42540,accid
42541,leak
42542,hopper
42543,lid
42544,drainag
42545,ditch
42546,inflight
42547,loss
42548,control
42549,due
42550,disconnect
42551,elev
42552,control
42553,surfac
42554,improp
42555,preflight
42556,inspect
42557,flight
42558,control
42559,glider
42560,pilot
42561,total
42562,oil
42563,exhaust
42564,engin
42565,due
42566,inadequ
42567,mainten
42568,instal
42569,oil
42570,cooler
42571,line
42572,owner
42573,mechan
42574,pilot
42575,command
42576,failur
42577,maintain
42578,airspe
42579,vs
42580,maneuv
42581,forc
42582,land
42583,follow
42584,flight
42585,left
42586,engin
42587,fire
42588,undetermin
42589,reason
42590,contribut
42591,accid
42592,pilot
42593,command
42594,inadvert
42595,shutdown
42596,wrong
42597,engin
42598,pilot
42599,failu
42600,maintain
42601,adequ
42602,airspe
42603,loss
42604,engin
42605,power
42606,undetermin
42607,reason
42608,pilot
42609,failur
42610,attain
42611,proper
42612,touchdown
42613,point
42614,failur
42615,execut
42616,go
42617,around
42618,failur
42619,pilot
42620,maintain
42621,direct
42622,control
42623,gyroplan
42624,result
42625,flight
42626,loss
42627,control
42628,subsequ
42629,flight
42630,collis
42631,terrain
42632,pilot
42633,failur
42634,maintain
42635,proper
42636,glidepath
42637,ground
42638,personnel
42639,improp
42640,handl
42641,aircraft
42642,tow
42643,oper
42644,failur
42645,provid
42646,suffici
42647,requir
42648,situat
42649,pilot
42650,continu
42651,flight
42652,advers
42653,weather
42654,condit
42655,weather
42656,surround
42657,terrain
42658,factor
42659,pilot
42660,failur
42661,maintain
42662,airspe
42663,altitud
42664,climbout
42665,contribut
42666,accid
42667,high
42668,densiti
42669,altitud
42670,failur
42671,pilot
42672,maintain
42673,adequ
42674,altitud
42675,clearanc
42676,terrain
42677,low
42678,pass
42679,prospect
42680,airport
42681,land
42682,area
42683,factor
42684,relat
42685,accid
42686,rain
42687,rise
42688,uneven
42689,terrain
42690,pilot
42691,failur
42692,maintain
42693,direct
42694,control
42695,flare
42696,touchdown
42697,student
42698,pilot
42699,improp
42700,land
42701,flare
42702,pilot
42703,failur
42704,attain
42705,adequ
42706,airspe
42707,establish
42708,climb
42709,result
42710,stall
42711,mush
42712,collis
42713,ground
42714,contribut
42715,factor
42716,prematur
42717,turn
42718,onto
42719,downwind
42720,leg
42721,plow
42722,furrow
42723,terrain
42724,total
42725,loss
42726,engin
42727,power
42728,initi
42729,climb
42730,takeoff
42731,undetermin
42732,reason
42733,pilot
42734,continu
42735,vfr
42736,flight
42737,instrument
42738,meteorolog
42739,condit
42740,result
42741,flight
42742,collis
42743,island
42744,cliff
42745,cruis
42746,flight
42747,factor
42748,contribut
42749,accid
42750,fog
42751,area
42752,accid
42753,loss
42754,engin
42755,power
42756,due
42757,carburetor
42758,ice
42759,loss
42760,engin
42761,power
42762,undetermin
42763,reason
42764,result
42765,forc
42766,land
42767,short
42768,intend
42769,touchdown
42770,point
42771,subsequ
42772,impact
42773,ground
42774,failur
42775,local
42776,control
42777,detect
42778,red
42779,departur
42780,strip
42781,pre659
42782,clear
42783,posit
42784,hold
42785,factor
42786,relat
42787,accid
42788,dark
42789,lack
42790,posit
42791,coordin
42792,ground
42793,control
42794,local
42795,control
42796,impair
42797,pilot
42798,use
42799,drug
42800,cocain
42801,failur
42802,maintain
42803,clearanc
42804,altitud
42805,mountain
42806,factor
42807,relat
42808,accid
42809,dark
42810,pilot
42811,psycholog
42812,condtion
42813,depress
42814,carburetor
42815,ice
42816,due
42817,pilot
42818,improp
42819,use
42820,powerpl
42821,control
42822,failur
42823,pilot
42824,maintain
42825,adequ
42826,airspe
42827,maneuv
42828,turn
42829,left
42830,result
42831,inadvert
42832,stall
42833,factor
42834,relat
42835,accid
42836,failur
42837,pilot
42838,use
42839,avail
42840,runway
42841,carburetor
42842,ice
42843,condit
42844,failur
42845,pilot
42846,maintain
42847,direct
42848,control
42849,land
42850,roll
42851,result
42852,ground
42853,swerv
42854,patch
42855,pack
42856,snow
42857,runway
42858,may
42859,contribut
42860,pilot
42861,inabl
42862,regain
42863,control
42864,initi
42865,swerv
42866,began
42867,loss
42868,engin
42869,power
42870,cruis
42871,flight
42872,due
42873,oil
42874,starvat
42875,oil
42876,starvat
42877,event
42878,due
42879,failur
42880,mainten
42881,personnel
42882,tighten
42883,aft
42884,mount
42885,nut
42886,newli
42887,instal
42888,propel
42889,governor
42890,pilot
42891,failur
42892,secur
42893,oil
42894,filler
42895,cap
42896,preflight
42897,inspect
42898,loss
42899,engin
42900,power
42901,due
42902,pilot
42903,inaccur
42904,fuel
42905,consumpt
42906,calcul
42907,loss
42908,engin
42909,power
42910,undetermin
42911,reason
42912,lack
42913,suitabl
42914,terrain
42915,land
42916,factor
42917,accid
42918,aircraft
42919,owner
42920,perform
42921,necessari
42922,mainten
42923,aircraft
42924,pilot
42925,failur
42926,maintain
42927,adequ
42928,airspe
42929,result
42930,inadvert
42931,stall
42932,failur
42933,pilot
42934,maintain
42935,adequ
42936,visual
42937,outlook
42938,avoid
42939,collis
42940,power
42941,transmiss
42942,line
42943,contribut
42944,accid
42945,dark
42946,night
42947,light
42948,condit
42949,prevail
42950,time
42951,accid
42952,flight
42953,crew
42954,entri
42955,incorrect
42956,weight
42957,figur
42958,flight
42959,manag
42960,system
42961,fm
42962,comput
42963,result
42964,approach
42965,flown
42966,improp
42967,low
42968,vref
42969,speed
42970,excess
42971,nose
42972,high
42973,attitud
42974,land
42975,flare
42976,pilot
42977,command
42978,improp
42979,handl
42980,airplan
42981,failur
42982,maintain
42983,airspe
42984,initi
42985,takeoff
42986,climb
42987,result
42988,flight
42989,loss
42990,control
42991,stall
42992,spin
42993,subsequ
42994,flight
42995,collis
42996,terrain
42997,pilot
42998,command
42999,exceed
43000,liftoff
43001,speed
43002,taxi
43003,test
43004,pilot
43005,inadequ
43006,preflight
43007,plan
43008,result
43009,loss
43010,power
43011,flight
43012,due
43013,fuel
43014,exhaust
43015,pilot
43016,failur
43017,maintain
43018,direct
43019,control
43020,land
43021,factor
43022,tailwind
43023,ici
43024,runway
43025,improp
43026,instal
43027,oil
43028,filter
43029,gasket
43030,mainten
43031,personnel
43032,result
43033,loss
43034,engin
43035,oil
43036,seizur
43037,engin
43038,pilot
43039,command
43040,failur
43041,ensur
43042,aircraft
43043,contain
43044,enough
43045,fuel
43046,complet
43047,flight
43048,result
43049,engin
43050,fail
43051,due
43052,fuel
43053,exhaust
43054,pilot
43055,failur
43056,obtain
43057,maintain
43058,fli
43059,speed
43060,proper
43061,glide
43062,path
43063,result
43064,inadvert
43065,stall
43066,visual
43067,approach
43068,increas
43069,altitud
43070,illus
43071,creat
43072,rise
43073,terrain
43074,final
43075,approach
43076,cours
43077,factor
43078,pilot
43079,failur
43080,set
43081,ignit
43082,key
43083,magneto
43084,posit
43085,result
43086,loss
43087,engin
43088,power
43089,contribut
43090,factor
43091,failur
43092,left
43093,magneto
43094,lack
43095,suitabl
43096,terrain
43097,forc
43098,land
43099,dark
43100,night
43101,fuel
43102,starvat
43103,caus
43104,ice
43105,block
43106,fuel
43107,line
43108,pilot
43109,instruct
43110,encount
43111,settl
43112,power
43113,condit
43114,flight
43115,instructor
43116,failur
43117,maintain
43118,adequ
43119,rotor
43120,rpm
43121,subsequ
43122,go
43123,around
43124,causal
43125,instructor
43126,pilot
43127,delay
43128,remedi
43129,action
43130,approach
43131,sequenc
43132,inadequ
43133,supervis
43134,flight
43135,pilot
43136,failur
43137,maintain
43138,airspe
43139,stall
43140,speed
43141,vs
43142,result
43143,stall
43144,mush
43145,terrain
43146,factor
43147,includ
43148,mountain
43149,hilli
43150,terrain
43151,tall
43152,tree
43153,high
43154,densiti
43155,altitud
43156,pilot
43157,divert
43158,attent
43159,attempt
43160,keep
43161,herd
43162,deer
43163,sight
43164,maneuv
43165,overload
43166,nose
43167,land
43168,gear
43169,actuat
43170,attach
43171,bracket
43172,result
43173,collaps
43174,nose
43175,gear
43176,taxi
43177,undetermin
43178,circumst
43179,overload
43180,occur
43181,pilot
43182,command
43183,maintain
43184,airspe
43185,result
43186,inadvert
43187,stall
43188,fatigu
43189,failur
43190,tail
43191,rotor
43192,blade
43193,extern
43194,load
43195,lift
43196,pilot
43197,failur
43198,maintain
43199,proper
43200,descent
43201,rate
43202,adequ
43203,airspe
43204,approach
43205,factor
43206,relat
43207,accid
43208,lack
43209,recent
43210,total
43211,experi
43212,failur
43213,pilot
43214,n333tq
43215,taxi
43216,speed
43217,would
43218,allow
43219,stop
43220,exist
43221,condit
43222,visibl
43223,taxiway
43224,condit
43225,pilot
43226,use
43227,incorrect
43228,radio
43229,frequenc
43230,attempt
43231,turn
43232,runway
43233,light
43234,result
43235,attempt
43236,land
43237,airplan
43238,align
43239,airport
43240,hangar
43241,light
43242,sudden
43243,loss
43244,tire
43245,pressur
43246,takeoff
43247,roll
43248,result
43249,loss
43250,direct
43251,control
43252,pilot
43253,failur
43254,maintain
43255,direct
43256,control
43257,airplan
43258,recov
43259,bounc
43260,land
43261,factor
43262,associ
43263,accid
43264,misjudg
43265,land
43266,flare
43267,rais
43268,taxiway
43269,edg
43270,airplan
43271,contact
43272,failur
43273,pilot
43274,maintain
43275,direct
43276,control
43277,takeoff
43278,roll
43279,result
43280,airplan
43281,veer
43282,runway
43283,collid
43284,cotton
43285,picker
43286,vehicl
43287,excess
43288,worn
43289,outflow
43290,valv
43291,cabin
43292,evironment
43293,pressur
43294,system
43295,result
43296,rapid
43297,cabin
43298,depressur
43299,fatigu
43300,failur
43301,blade
43302,1
43303,hub
43304,arm
43305,left
43306,propel
43307,partial
43308,loss
43309,engin
43310,power
43311,takeoff
43312,due
43313,oil
43314,pump
43315,tachomet
43316,drive
43317,gear
43318,failur
43319,undetermin
43320,reason
43321,pilot
43322,misjudg
43323,distanc
43324,speed
43325,land
43326,result
43327,overrun
43328,loss
43329,direct
43330,control
43331,nose
43332,land
43333,roll
43334,pilot
43335,fli
43336,stabil
43337,approach
43338,elect
43339,perform
43340,go
43341,around
43342,result
43343,runway
43344,excurs
43345,intent
43346,porpois
43347,factor
43348,includ
43349,pilot
43350,psycholog
43351,condit
43352,pilot
43353,failur
43354,maintain
43355,control
43356,airplan
43357,result
43358,uncontrol
43359,descent
43360,impact
43361,tree
43362,pilot
43363,misjudg
43364,land
43365,flare
43366,practic
43367,autorot
43368,lack
43369,oil
43370,connect
43371,rod
43372,failur
43373,factor
43374,accid
43375,rough
43376,uneven
43377,terrain
43378,two
43379,engin
43380,cylind
43381,exhaust
43382,valv
43383,stuck
43384,open
43385,undetermin
43386,reason
43387,result
43388,loss
43389,engin
43390,power
43391,pilot
43392,select
43393,rout
43394,cruis
